anio,nivel_geo,departamento,mes,valor
2022,departamento,Quiché,12,394
2022,departamento,Quiché,,5334
2022,departamento,Retalhuleu,1,190
2022,departamento,Retalhuleu,2,169
2022,departamento,Retalhuleu,3,199
2022,departamento,Retalhuleu,4,187
2022,departamento,Retalhuleu,5,147
2022,departamento,Retalhuleu,6,132
2022,departamento,Retalhuleu,7,121
2022,departamento,Retalhuleu,8,182
2022,departamento,Retalhuleu,9,143
2022,departamento,Retalhuleu,10,150
2022,departamento,Retalhuleu,11,164
2022,departamento,Retalhuleu,12,143
2022,departamento,Retalhuleu,,1927
2022,departamento,Sacatepéquez,1,204
2022,departamento,Sacatepéquez,2,173
2022,departamento,Sacatepéquez,3,250
2022,departamento,Sacatepéquez,4,174
2022,departamento,Sacatepéquez,5,188
2022,departamento,Sacatepéquez,6,159
2022,departamento,Sacatepéquez,7,141
2022,departamento,Sacatepéquez,8,149
2022,departamento,Sacatepéquez,9,155
2022,departamento,Sacatepéquez,10,138
2022,departamento,Sacatepéquez,11,257
2022,departamento,Sacatepéquez,12,243
2022,departamento,Sacatepéquez,,2231
2022,departamento,San Marcos,1,436
2022,departamento,San Marcos,2,403
2022,departamento,San Marcos,3,539
2022,departamento,San Marcos,4,457
2022,departamento,San Marcos,5,400
2022,departamento,San Marcos,6,358
2022,departamento,San Marcos,7,369
2022,departamento,San Marcos,8,459
2022,departamento,San Marcos,9,413
2022,departamento,San Marcos,10,363
2022,departamento,San Marcos,11,563
2022,departamento,San Marcos,12,524
2022,departamento,San Marcos,,5284
2022,departamento,Santa Rosa,1,194
2022,departamento,Santa Rosa,2,159
2022,departamento,Santa Rosa,3,182
2022,departamento,Santa Rosa,4,151
2022,departamento,Santa Rosa,5,155
2022,departamento,Santa Rosa,6,114
2022,departamento,Santa Rosa,7,118
2022,departamento,Santa Rosa,8,183
2022,departamento,Santa Rosa,9,112
2022,departamento,Santa Rosa,10,150
2022,departamento,Santa Rosa,11,163
2022,departamento,Santa Rosa,12,219
2022,departamento,Santa Rosa,,1900
2022,departamento,Sololá,1,162
2022,departamento,Sololá,2,148
2022,departamento,Sololá,3,216
2022,departamento,Sololá,4,156
2022,departamento,Sololá,5,166
2022,departamento,Sololá,6,155
2022,departamento,Sololá,7,158
2022,departamento,Sololá,8,172
2022,departamento,Sololá,9,184
2022,departamento,Sololá,10,146
2022,departamento,Sololá,11,207
2022,departamento,Sololá,12,235
2022,departamento,Sololá,,2105
2022,departamento,Suchitepéquez,1,277
2022,departamento,Suchitepéquez,2,268
2022,departamento,Suchitepéquez,3,382
2022,departamento,Suchitepéquez,4,326
2022,departamento,Suchitepéquez,5,286
2022,departamento,Suchitepéquez,6,342
2022,departamento,Suchitepéquez,7,217
2022,departamento,Suchitepéquez,8,383
2022,departamento,Suchitepéquez,9,293
2022,departamento,Suchitepéquez,10,276
2022,departamento,Suchitepéquez,11,320
2022,departamento,Suchitepéquez,12,355
2022,departamento,Suchitepéquez,,3725
2022,departamento,Totonicapán,1,222
2022,departamento,Totonicapán,2,249
2022,departamento,Totonicapán,3,330
2022,departamento,Totonicapán,4,190
2022,departamento,Totonicapán,5,263
2022,departamento,Totonicapán,6,224
2022,departamento,Totonicapán,7,172
2022,departamento,Totonicapán,8,220
2022,departamento,Totonicapán,9,250
2022,departamento,Totonicapán,10,251
2022,departamento,Totonicapán,11,199
2022,departamento,Totonicapán,12,211
2022,departamento,Totonicapán,,2781
2022,departamento,Zacapa,1,138
2022,departamento,Zacapa,2,109
2022,departamento,Zacapa,3,123
2022,departamento,Zacapa,4,108
2022,departamento,Zacapa,5,126
2022,departamento,Zacapa,6,100
2022,departamento,Zacapa,7,80
2022,departamento,Zacapa,8,84
2022,departamento,Zacapa,9,94
2022,departamento,Zacapa,10,88
2022,departamento,Zacapa,11,120
2022,departamento,Zacapa,12,121
2022,departamento,Zacapa,,1291
2022,pais,,1,7163
2022,pais,,2,6602
2022,pais,,3,8310
2022,pais,,4,6441
2022,pais,,5,7144
2022,pais,,6,6015
2022,pais,,7,5214
2022,pais,,8,6522
2022,pais,,9,6108
2022,pais,,10,5642
2022,pais,,11,7643
2022,pais,,12,8071
2022,pais,,,80875
