anio,nivel_geo,departamento,mes,valor
2019,departamento,Zacapa,,1181
2019,pais,,1,8308
2019,pais,,2,6675
2019,pais,,3,6858
2019,pais,,4,6093
2019,pais,,5,7044
2019,pais,,6,5445
2019,pais,,7,5665
2019,pais,,8,5696
2019,pais,,9,5113
2019,pais,,10,6335
2019,pais,,11,6464
2019,pais,,12,7232
2019,pais,,,76928
2020,departamento,Alta Verapaz,1,722
2020,departamento,Alta Verapaz,2,684
2020,departamento,Alta Verapaz,3,406
2020,departamento,Alta Verapaz,4,121
2020,departamento,Alta Verapaz,5,106
2020,departamento,Alta Verapaz,6,193
2020,departamento,Alta Verapaz,7,233
2020,departamento,Alta Verapaz,8,203
2020,departamento,Alta Verapaz,9,414
2020,departamento,Alta Verapaz,10,431
2020,departamento,Alta Verapaz,11,565
2020,departamento,Alta Verapaz,12,697
2020,departamento,Alta Verapaz,,4775
2020,departamento,Baja Verapaz,1,145
2020,departamento,Baja Verapaz,2,88
2020,departamento,Baja Verapaz,3,103
2020,departamento,Baja Verapaz,4,24
2020,departamento,Baja Verapaz,5,27
2020,departamento,Baja Verapaz,6,31
2020,departamento,Baja Verapaz,7,48
2020,departamento,Baja Verapaz,8,74
2020,departamento,Baja Verapaz,9,73
2020,departamento,Baja Verapaz,10,81
2020,departamento,Baja Verapaz,11,148
2020,departamento,Baja Verapaz,12,151
2020,departamento,Baja Verapaz,,993
2020,departamento,Chimaltenango,1,350
2020,departamento,Chimaltenango,2,297
2020,departamento,Chimaltenango,3,228
2020,departamento,Chimaltenango,4,70
2020,departamento,Chimaltenango,5,161
2020,departamento,Chimaltenango,6,202
2020,departamento,Chimaltenango,7,264
2020,departamento,Chimaltenango,8,277
2020,departamento,Chimaltenango,9,338
2020,departamento,Chimaltenango,10,354
2020,departamento,Chimaltenango,11,367
2020,departamento,Chimaltenango,12,464
2020,departamento,Chimaltenango,,3372
2020,departamento,Chiquimula,1,152
2020,departamento,Chiquimula,2,139
2020,departamento,Chiquimula,3,101
2020,departamento,Chiquimula,4,29
2020,departamento,Chiquimula,5,56
2020,departamento,Chiquimula,6,62
2020,departamento,Chiquimula,7,59
2020,departamento,Chiquimula,8,68
2020,departamento,Chiquimula,9,47
2020,departamento,Chiquimula,10,80
2020,departamento,Chiquimula,11,103
2020,departamento,Chiquimula,12,134
2020,departamento,Chiquimula,,1030
2020,departamento,El Progreso,1,83
2020,departamento,El Progreso,2,60
2020,departamento,El Progreso,3,33
2020,departamento,El Progreso,4,8
2020,departamento,El Progreso,5,12
2020,departamento,El Progreso,6,47
2020,departamento,El Progreso,7,37
2020,departamento,El Progreso,8,29
2020,departamento,El Progreso,9,64
2020,departamento,El Progreso,10,38
2020,departamento,El Progreso,11,54
2020,departamento,El Progreso,12,86
2020,departamento,El Progreso,,551
2020,departamento,Escuintla,1,398
2020,departamento,Escuintla,2,308
2020,departamento,Escuintla,3,194
2020,departamento,Escuintla,4,109
2020,departamento,Escuintla,5,137
2020,departamento,Escuintla,6,176
2020,departamento,Escuintla,7,166
2020,departamento,Escuintla,8,215
2020,departamento,Escuintla,9,295
2020,departamento,Escuintla,10,247
2020,departamento,Escuintla,11,267
2020,departamento,Escuintla,12,419
2020,departamento,Escuintla,,2931
2020,departamento,Guatemala,1,1418
2020,departamento,Guatemala,2,1318
2020,departamento,Guatemala,3,945
2020,departamento,Guatemala,4,356
2020,departamento,Guatemala,5,420
2020,departamento,Guatemala,6,375
2020,departamento,Guatemala,7,503
2020,departamento,Guatemala,8,797
2020,departamento,Guatemala,9,868
2020,departamento,Guatemala,10,982
2020,departamento,Guatemala,11,1075
2020,departamento,Guatemala,12,1263
2020,departamento,Guatemala,,10320
2020,departamento,Huehuetenango,1,443
2020,departamento,Huehuetenango,2,495
2020,departamento,Huehuetenango,3,244
2020,departamento,Huehuetenango,4,61
2020,departamento,Huehuetenango,5,110
2020,departamento,Huehuetenango,6,238
2020,departamento,Huehuetenango,7,254
2020,departamento,Huehuetenango,8,266
2020,departamento,Huehuetenango,9,412
2020,departamento,Huehuetenango,10,411
2020,departamento,Huehuetenango,11,486
2020,departamento,Huehuetenango,12,561
2020,departamento,Huehuetenango,,3981
2020,departamento,Izabal,1,206
2020,departamento,Izabal,2,163
2020,departamento,Izabal,3,98
2020,departamento,Izabal,4,35
2020,departamento,Izabal,5,54
2020,departamento,Izabal,6,57
2020,departamento,Izabal,7,73
2020,departamento,Izabal,8,67
2020,departamento,Izabal,9,76
2020,departamento,Izabal,10,91
2020,departamento,Izabal,11,90
2020,departamento,Izabal,12,220
2020,departamento,Izabal,,1230
2020,departamento,Jalapa,1,108
2020,departamento,Jalapa,2,141
2020,departamento,Jalapa,3,83
2020,departamento,Jalapa,4,9
2020,departamento,Jalapa,5,24
2020,departamento,Jalapa,6,54
2020,departamento,Jalapa,7,63
2020,departamento,Jalapa,8,78
2020,departamento,Jalapa,9,76
2020,departamento,Jalapa,10,112
2020,departamento,Jalapa,11,90
2020,departamento,Jalapa,12,153
2020,departamento,Jalapa,,991
2020,departamento,Jutiapa,1,223
2020,departamento,Jutiapa,2,213
2020,departamento,Jutiapa,3,137
2020,departamento,Jutiapa,4,76
2020,departamento,Jutiapa,5,57
2020,departamento,Jutiapa,6,94
2020,departamento,Jutiapa,7,87
2020,departamento,Jutiapa,8,126
2020,departamento,Jutiapa,9,132
2020,departamento,Jutiapa,10,154
2020,departamento,Jutiapa,11,203
2020,departamento,Jutiapa,12,294
2020,departamento,Jutiapa,,1796
2020,departamento,Petén,1,190
2020,departamento,Petén,2,188
2020,departamento,Petén,3,169
2020,departamento,Petén,4,62
2020,departamento,Petén,5,72
2020,departamento,Petén,6,113
2020,departamento,Petén,7,140
2020,departamento,Petén,8,144
2020,departamento,Petén,9,185
2020,departamento,Petén,10,238
2020,departamento,Petén,11,255
2020,departamento,Petén,12,358
2020,departamento,Petén,,2114
2020,departamento,Quetzaltenango,1,501
2020,departamento,Quetzaltenango,2,391
2020,departamento,Quetzaltenango,3,269
2020,departamento,Quetzaltenango,4,96
2020,departamento,Quetzaltenango,5,154
2020,departamento,Quetzaltenango,6,202
2020,departamento,Quetzaltenango,7,258
2020,departamento,Quetzaltenango,8,280
2020,departamento,Quetzaltenango,9,314
2020,departamento,Quetzaltenango,10,370
2020,departamento,Quetzaltenango,11,332
2020,departamento,Quetzaltenango,12,527
2020,departamento,Quetzaltenango,,3694
2020,departamento,Quiché,1,437
2020,departamento,Quiché,2,370
2020,departamento,Quiché,3,352
2020,departamento,Quiché,4,57
2020,departamento,Quiché,5,108
2020,departamento,Quiché,6,224
2020,departamento,Quiché,7,203
2020,departamento,Quiché,8,230
2020,departamento,Quiché,9,354
2020,departamento,Quiché,10,498
2020,departamento,Quiché,11,440
2020,departamento,Quiché,12,575
2020,departamento,Quiché,,3848
2020,departamento,Retalhuleu,1,227
2020,departamento,Retalhuleu,2,163
2020,departamento,Retalhuleu,3,99
2020,departamento,Retalhuleu,4,47
2020,departamento,Retalhuleu,5,58
2020,departamento,Retalhuleu,6,82
2020,departamento,Retalhuleu,7,107
2020,departamento,Retalhuleu,8,131
2020,departamento,Retalhuleu,9,124
2020,departamento,Retalhuleu,10,121
2020,departamento,Retalhuleu,11,165
2020,departamento,Retalhuleu,12,197
2020,departamento,Retalhuleu,,1521
2020,departamento,Sacatepéquez,1,223
2020,departamento,Sacatepéquez,2,154
2020,departamento,Sacatepéquez,3,122
2020,departamento,Sacatepéquez,4,21
2020,departamento,Sacatepéquez,5,29
2020,departamento,Sacatepéquez,6,60
2020,departamento,Sacatepéquez,7,92
2020,departamento,Sacatepéquez,8,113
2020,departamento,Sacatepéquez,9,158
2020,departamento,Sacatepéquez,10,162
2020,departamento,Sacatepéquez,11,152
2020,departamento,Sacatepéquez,12,266
2020,departamento,Sacatepéquez,,1552
2020,departamento,San Marcos,1,494
2020,departamento,San Marcos,2,499
2020,departamento,San Marcos,3,413
2020,departamento,San Marcos,4,51
2020,departamento,San Marcos,5,173
2020,departamento,San Marcos,6,177
2020,departamento,San Marcos,7,259
2020,departamento,San Marcos,8,264
2020,departamento,San Marcos,9,399
2020,departamento,San Marcos,10,391
2020,departamento,San Marcos,11,386
2020,departamento,San Marcos,12,524
2020,departamento,San Marcos,,4030
2020,departamento,Santa Rosa,1,207
2020,departamento,Santa Rosa,2,137
2020,departamento,Santa Rosa,3,92
2020,departamento,Santa Rosa,4,55
2020,departamento,Santa Rosa,5,49
2020,departamento,Santa Rosa,6,57
2020,departamento,Santa Rosa,7,75
2020,departamento,Santa Rosa,8,95
2020,departamento,Santa Rosa,9,97
2020,departamento,Santa Rosa,10,124
2020,departamento,Santa Rosa,11,160
2020,departamento,Santa Rosa,12,204
2020,departamento,Santa Rosa,,1352
2020,departamento,Sololá,1,149
2020,departamento,Sololá,2,181
2020,departamento,Sololá,3,123
2020,departamento,Sololá,4,50
2020,departamento,Sololá,5,69
2020,departamento,Sololá,6,84
2020,departamento,Sololá,7,85
2020,departamento,Sololá,8,124
2020,departamento,Sololá,9,162
2020,departamento,Sololá,10,150
2020,departamento,Sololá,11,171
2020,departamento,Sololá,12,236
2020,departamento,Sololá,,1584
2020,departamento,Suchitepéquez,1,258
2020,departamento,Suchitepéquez,2,265
2020,departamento,Suchitepéquez,3,165
2020,departamento,Suchitepéquez,4,93
2020,departamento,Suchitepéquez,5,135
2020,departamento,Suchitepéquez,6,133
2020,departamento,Suchitepéquez,7,156
2020,departamento,Suchitepéquez,8,288
2020,departamento,Suchitepéquez,9,289
2020,departamento,Suchitepéquez,10,306
2020,departamento,Suchitepéquez,11,288
2020,departamento,Suchitepéquez,12,420
2020,departamento,Suchitepéquez,,2796
2020,departamento,Totonicapán,1,285
2020,departamento,Totonicapán,2,235
2020,departamento,Totonicapán,3,162
2020,departamento,Totonicapán,4,68
2020,departamento,Totonicapán,5,54
2020,departamento,Totonicapán,6,110
2020,departamento,Totonicapán,7,146
2020,departamento,Totonicapán,8,142
2020,departamento,Totonicapán,9,161
2020,departamento,Totonicapán,10,203
2020,departamento,Totonicapán,11,196
2020,departamento,Totonicapán,12,251
2020,departamento,Totonicapán,,2013
2020,departamento,Zacapa,1,113
2020,departamento,Zacapa,2,91
2020,departamento,Zacapa,3,46
2020,departamento,Zacapa,4,12
2020,departamento,Zacapa,5,37
2020,departamento,Zacapa,6,66
2020,departamento,Zacapa,7,68
2020,departamento,Zacapa,8,68
2020,departamento,Zacapa,9,73
2020,departamento,Zacapa,10,81
2020,departamento,Zacapa,11,74
2020,departamento,Zacapa,12,184
2020,departamento,Zacapa,,913
2020,pais,,1,7332
2020,pais,,2,6580
2020,pais,,3,4584
2020,pais,,4,1510
2020,pais,,5,2102
2020,pais,,6,2837
2020,pais,,7,3376
2020,pais,,8,4079
2020,pais,,9,5111
2020,pais,,10,5625
2020,pais,,11,6067
2020,pais,,12,8184
2020,pais,,,57387
2021,departamento,Alta Verapaz,1,807
2021,departamento,Alta Verapaz,2,630
2021,departamento,Alta Verapaz,3,794
2021,departamento,Alta Verapaz,4,790
2021,departamento,Alta Verapaz,5,543
2021,departamento,Alta Verapaz,6,464
2021,departamento,Alta Verapaz,7,630
2021,departamento,Alta Verapaz,8,423
2021,departamento,Alta Verapaz,9,654
2021,departamento,Alta Verapaz,10,614
2021,departamento,Alta Verapaz,11,801
2021,departamento,Alta Verapaz,12,886
2021,departamento,Alta Verapaz,,8036
2021,departamento,Baja Verapaz,1,169
2021,departamento,Baja Verapaz,2,150
2021,departamento,Baja Verapaz,3,196
2021,departamento,Baja Verapaz,4,171
2021,departamento,Baja Verapaz,5,115
2021,departamento,Baja Verapaz,6,100
2021,departamento,Baja Verapaz,7,169
2021,departamento,Baja Verapaz,8,121
2021,departamento,Baja Verapaz,9,100
2021,departamento,Baja Verapaz,10,124
2021,departamento,Baja Verapaz,11,151
2021,departamento,Baja Verapaz,12,203
2021,departamento,Baja Verapaz,,1769
2021,departamento,Chimaltenango,1,342
2021,departamento,Chimaltenango,2,377
2021,departamento,Chimaltenango,3,466
2021,departamento,Chimaltenango,4,437
2021,departamento,Chimaltenango,5,409
2021,departamento,Chimaltenango,6,289
2021,departamento,Chimaltenango,7,374
2021,departamento,Chimaltenango,8,333
2021,departamento,Chimaltenango,9,317
2021,departamento,Chimaltenango,10,293
2021,departamento,Chimaltenango,11,422
2021,departamento,Chimaltenango,12,481
2021,departamento,Chimaltenango,,4540
2021,departamento,Chiquimula,1,152
2021,departamento,Chiquimula,2,120
2021,departamento,Chiquimula,3,140
2021,departamento,Chiquimula,4,158
2021,departamento,Chiquimula,5,146
2021,departamento,Chiquimula,6,150
2021,departamento,Chiquimula,7,195
2021,departamento,Chiquimula,8,137
2021,departamento,Chiquimula,9,146
2021,departamento,Chiquimula,10,89
2021,departamento,Chiquimula,11,180
2021,departamento,Chiquimula,12,196
2021,departamento,Chiquimula,,1809
2021,departamento,El Progreso,1,111
2021,departamento,El Progreso,2,90
2021,departamento,El Progreso,3,111
2021,departamento,El Progreso,4,79
2021,departamento,El Progreso,5,73
2021,departamento,El Progreso,6,87
2021,departamento,El Progreso,7,84
2021,departamento,El Progreso,8,101
2021,departamento,El Progreso,9,59
2021,departamento,El Progreso,10,63
2021,departamento,El Progreso,11,76
2021,departamento,El Progreso,12,93
2021,departamento,El Progreso,,1027
2021,departamento,Escuintla,1,398
2021,departamento,Escuintla,2,294
2021,departamento,Escuintla,3,382
2021,departamento,Escuintla,4,333
2021,departamento,Escuintla,5,308
2021,departamento,Escuintla,6,336
2021,departamento,Escuintla,7,299
2021,departamento,Escuintla,8,425
2021,departamento,Escuintla,9,281
2021,departamento,Escuintla,10,305
2021,departamento,Escuintla,11,330
2021,departamento,Escuintla,12,431
2021,departamento,Escuintla,,4122
2021,departamento,Guatemala,1,1668
2021,departamento,Guatemala,2,1160
2021,departamento,Guatemala,3,1645
2021,departamento,Guatemala,4,1349
2021,departamento,Guatemala,5,1422
2021,departamento,Guatemala,6,1128
2021,departamento,Guatemala,7,1164
2021,departamento,Guatemala,8,1025
2021,departamento,Guatemala,9,1053
2021,departamento,Guatemala,10,1090
2021,departamento,Guatemala,11,1393
2021,departamento,Guatemala,12,1285
2021,departamento,Guatemala,,15382
2021,departamento,Huehuetenango,1,484
2021,departamento,Huehuetenango,2,505
2021,departamento,Huehuetenango,3,577
2021,departamento,Huehuetenango,4,524
2021,departamento,Huehuetenango,5,474
2021,departamento,Huehuetenango,6,494
2021,departamento,Huehuetenango,7,450
2021,departamento,Huehuetenango,8,565
2021,departamento,Huehuetenango,9,464
2021,departamento,Huehuetenango,10,425
2021,departamento,Huehuetenango,11,488
2021,departamento,Huehuetenango,12,482
2021,departamento,Huehuetenango,,5932
2021,departamento,Izabal,1,211
2021,departamento,Izabal,2,163
2021,departamento,Izabal,3,279
2021,departamento,Izabal,4,225
2021,departamento,Izabal,5,189
2021,departamento,Izabal,6,192
2021,departamento,Izabal,7,162
2021,departamento,Izabal,8,163
2021,departamento,Izabal,9,182
2021,departamento,Izabal,10,142
2021,departamento,Izabal,11,160
2021,departamento,Izabal,12,281
2021,departamento,Izabal,,2349
2021,departamento,Jalapa,1,149
2021,departamento,Jalapa,2,117
2021,departamento,Jalapa,3,223
2021,departamento,Jalapa,4,140
2021,departamento,Jalapa,5,127
2021,departamento,Jalapa,6,113
2021,departamento,Jalapa,7,146
2021,departamento,Jalapa,8,108
2021,departamento,Jalapa,9,143
2021,departamento,Jalapa,10,96
2021,departamento,Jalapa,11,143
2021,departamento,Jalapa,12,159
2021,departamento,Jalapa,,1664
2021,departamento,Jutiapa,1,263
2021,departamento,Jutiapa,2,277
2021,departamento,Jutiapa,3,290
2021,departamento,Jutiapa,4,254
2021,departamento,Jutiapa,5,217
2021,departamento,Jutiapa,6,197
2021,departamento,Jutiapa,7,259
2021,departamento,Jutiapa,8,228
2021,departamento,Jutiapa,9,171
2021,departamento,Jutiapa,10,197
2021,departamento,Jutiapa,11,261
2021,departamento,Jutiapa,12,281
2021,departamento,Jutiapa,,2895
2021,departamento,Petén,1,217
2021,departamento,Petén,2,234
2021,departamento,Petén,3,367
2021,departamento,Petén,4,326
2021,departamento,Petén,5,288
2021,departamento,Petén,6,332
2021,departamento,Petén,7,489
2021,departamento,Petén,8,355
2021,departamento,Petén,9,371
2021,departamento,Petén,10,289
2021,departamento,Petén,11,301
2021,departamento,Petén,12,377
2021,departamento,Petén,,3946
2021,departamento,Quetzaltenango,1,510
2021,departamento,Quetzaltenango,2,461
2021,departamento,Quetzaltenango,3,531
2021,departamento,Quetzaltenango,4,444
2021,departamento,Quetzaltenango,5,417
2021,departamento,Quetzaltenango,6,360
2021,departamento,Quetzaltenango,7,354
2021,departamento,Quetzaltenango,8,391
2021,departamento,Quetzaltenango,9,427
2021,departamento,Quetzaltenango,10,383
2021,departamento,Quetzaltenango,11,436
2021,departamento,Quetzaltenango,12,498
2021,departamento,Quetzaltenango,,5212
2021,departamento,Quiché,1,500
2021,departamento,Quiché,2,552
2021,departamento,Quiché,3,643
2021,departamento,Quiché,4,550
2021,departamento,Quiché,5,527
2021,departamento,Quiché,6,491
2021,departamento,Quiché,7,503
2021,departamento,Quiché,8,448
2021,departamento,Quiché,9,543
2021,departamento,Quiché,10,470
2021,departamento,Quiché,11,543
2021,departamento,Quiché,12,487
2021,departamento,Quiché,,6257
2021,departamento,Retalhuleu,1,237
2021,departamento,Retalhuleu,2,189
2021,departamento,Retalhuleu,3,193
2021,departamento,Retalhuleu,4,198
2021,departamento,Retalhuleu,5,163
2021,departamento,Retalhuleu,6,162
2021,departamento,Retalhuleu,7,156
2021,departamento,Retalhuleu,8,159
2021,departamento,Retalhuleu,9,150
2021,departamento,Retalhuleu,10,160
2021,departamento,Retalhuleu,11,170
2021,departamento,Retalhuleu,12,148
2021,departamento,Retalhuleu,,2085
2021,departamento,Sacatepéquez,1,232
2021,departamento,Sacatepéquez,2,180
2021,departamento,Sacatepéquez,3,196
2021,departamento,Sacatepéquez,4,217
2021,departamento,Sacatepéquez,5,190
2021,departamento,Sacatepéquez,6,160
2021,departamento,Sacatepéquez,7,142
2021,departamento,Sacatepéquez,8,132
2021,departamento,Sacatepéquez,9,150
2021,departamento,Sacatepéquez,10,145
2021,departamento,Sacatepéquez,11,210
2021,departamento,Sacatepéquez,12,271
2021,departamento,Sacatepéquez,,2225
2021,departamento,San Marcos,1,451
2021,departamento,San Marcos,2,479
2021,departamento,San Marcos,3,539
2021,departamento,San Marcos,4,506
2021,departamento,San Marcos,5,501
2021,departamento,San Marcos,6,391
2021,departamento,San Marcos,7,384
2021,departamento,San Marcos,8,469
2021,departamento,San Marcos,9,439
2021,departamento,San Marcos,10,370
2021,departamento,San Marcos,11,458
2021,departamento,San Marcos,12,552
2021,departamento,San Marcos,,5539
2021,departamento,Santa Rosa,1,207
2021,departamento,Santa Rosa,2,199
2021,departamento,Santa Rosa,3,195
2021,departamento,Santa Rosa,4,165
2021,departamento,Santa Rosa,5,154
2021,departamento,Santa Rosa,6,132
2021,departamento,Santa Rosa,7,161
2021,departamento,Santa Rosa,8,153
2021,departamento,Santa Rosa,9,124
2021,departamento,Santa Rosa,10,166
2021,departamento,Santa Rosa,11,204
2021,departamento,Santa Rosa,12,197
2021,departamento,Santa Rosa,,2057
2021,departamento,Sololá,1,194
2021,departamento,Sololá,2,229
2021,departamento,Sololá,3,215
2021,departamento,Sololá,4,173
2021,departamento,Sololá,5,241
2021,departamento,Sololá,6,161
2021,departamento,Sololá,7,161
2021,departamento,Sololá,8,195
2021,departamento,Sololá,9,162
2021,departamento,Sololá,10,189
2021,departamento,Sololá,11,202
2021,departamento,Sololá,12,215
2021,departamento,Sololá,,2337
2021,departamento,Suchitepéquez,1,359
2021,departamento,Suchitepéquez,2,323
2021,departamento,Suchitepéquez,3,387
2021,departamento,Suchitepéquez,4,364
2021,departamento,Suchitepéquez,5,299
2021,departamento,Suchitepéquez,6,290
2021,departamento,Suchitepéquez,7,310
2021,departamento,Suchitepéquez,8,318
2021,departamento,Suchitepéquez,9,323
2021,departamento,Suchitepéquez,10,297
2021,departamento,Suchitepéquez,11,321
2021,departamento,Suchitepéquez,12,347
2021,departamento,Suchitepéquez,,3938
2021,departamento,Totonicapán,1,216
2021,departamento,Totonicapán,2,294
2021,departamento,Totonicapán,3,341
2021,departamento,Totonicapán,4,288
2021,departamento,Totonicapán,5,274
2021,departamento,Totonicapán,6,198
2021,departamento,Totonicapán,7,213
2021,departamento,Totonicapán,8,252
2021,departamento,Totonicapán,9,251
2021,departamento,Totonicapán,10,211
2021,departamento,Totonicapán,11,259
2021,departamento,Totonicapán,12,231
2021,departamento,Totonicapán,,3028
2021,departamento,Zacapa,1,150
2021,departamento,Zacapa,2,122
2021,departamento,Zacapa,3,122
2021,departamento,Zacapa,4,124
2021,departamento,Zacapa,5,103
2021,departamento,Zacapa,6,94
2021,departamento,Zacapa,7,87
2021,departamento,Zacapa,8,81
2021,departamento,Zacapa,9,83
2021,departamento,Zacapa,10,114
2021,departamento,Zacapa,11,107
2021,departamento,Zacapa,12,144
2021,departamento,Zacapa,,1331
2021,pais,,1,8027
2021,pais,,2,7145
2021,pais,,3,8832
2021,pais,,4,7815
2021,pais,,5,7180
2021,pais,,6,6321
2021,pais,,7,6892
2021,pais,,8,6582
2021,pais,,9,6593
2021,pais,,10,6232
2021,pais,,11,7616
2021,pais,,12,8245
2021,pais,,,87480
2022,departamento,Alta Verapaz,1,623
2022,departamento,Alta Verapaz,2,589
2022,departamento,Alta Verapaz,3,765
2022,departamento,Alta Verapaz,4,542
2022,departamento,Alta Verapaz,5,632
2022,departamento,Alta Verapaz,6,414
2022,departamento,Alta Verapaz,7,417
2022,departamento,Alta Verapaz,8,481
2022,departamento,Alta Verapaz,9,500
2022,departamento,Alta Verapaz,10,456
2022,departamento,Alta Verapaz,11,747
2022,departamento,Alta Verapaz,12,678
2022,departamento,Alta Verapaz,,6844
2022,departamento,Baja Verapaz,1,116
2022,departamento,Baja Verapaz,2,141
2022,departamento,Baja Verapaz,3,173
2022,departamento,Baja Verapaz,4,125
2022,departamento,Baja Verapaz,5,143
2022,departamento,Baja Verapaz,6,78
2022,departamento,Baja Verapaz,7,110
2022,departamento,Baja Verapaz,8,102
2022,departamento,Baja Verapaz,9,69
2022,departamento,Baja Verapaz,10,104
2022,departamento,Baja Verapaz,11,154
2022,departamento,Baja Verapaz,12,191
2022,departamento,Baja Verapaz,,1506
2022,departamento,Chimaltenango,1,370
2022,departamento,Chimaltenango,2,387
2022,departamento,Chimaltenango,3,489
2022,departamento,Chimaltenango,4,363
2022,departamento,Chimaltenango,5,376
2022,departamento,Chimaltenango,6,301
2022,departamento,Chimaltenango,7,246
2022,departamento,Chimaltenango,8,309
2022,departamento,Chimaltenango,9,321
2022,departamento,Chimaltenango,10,288
2022,departamento,Chimaltenango,11,404
2022,departamento,Chimaltenango,12,448
2022,departamento,Chimaltenango,,4302
2022,departamento,Chiquimula,1,150
2022,departamento,Chiquimula,2,165
2022,departamento,Chiquimula,3,185
2022,departamento,Chiquimula,4,121
2022,departamento,Chiquimula,5,146
2022,departamento,Chiquimula,6,132
2022,departamento,Chiquimula,7,80
2022,departamento,Chiquimula,8,119
2022,departamento,Chiquimula,9,133
2022,departamento,Chiquimula,10,95
2022,departamento,Chiquimula,11,172
2022,departamento,Chiquimula,12,203
2022,departamento,Chiquimula,,1701
2022,departamento,El Progreso,1,104
2022,departamento,El Progreso,2,78
2022,departamento,El Progreso,3,76
2022,departamento,El Progreso,4,70
2022,departamento,El Progreso,5,88
2022,departamento,El Progreso,6,62
2022,departamento,El Progreso,7,68
2022,departamento,El Progreso,8,107
2022,departamento,El Progreso,9,83
2022,departamento,El Progreso,10,63
2022,departamento,El Progreso,11,93
2022,departamento,El Progreso,12,87
2022,departamento,El Progreso,,979
2022,departamento,Escuintla,1,374
2022,departamento,Escuintla,2,287
2022,departamento,Escuintla,3,370
2022,departamento,Escuintla,4,282
2022,departamento,Escuintla,5,350
2022,departamento,Escuintla,6,341
2022,departamento,Escuintla,7,326
2022,departamento,Escuintla,8,373
2022,departamento,Escuintla,9,342
2022,departamento,Escuintla,10,247
2022,departamento,Escuintla,11,353
2022,departamento,Escuintla,12,453
2022,departamento,Escuintla,,4098
2022,departamento,Guatemala,1,1435
2022,departamento,Guatemala,2,1199
2022,departamento,Guatemala,3,1517
2022,departamento,Guatemala,4,1171
2022,departamento,Guatemala,5,1421
2022,departamento,Guatemala,6,1180
2022,departamento,Guatemala,7,1048
2022,departamento,Guatemala,8,1156
2022,departamento,Guatemala,9,1199
2022,departamento,Guatemala,10,1130
2022,departamento,Guatemala,11,1441
2022,departamento,Guatemala,12,1726
2022,departamento,Guatemala,,15623
2022,departamento,Huehuetenango,1,443
2022,departamento,Huehuetenango,2,430
2022,departamento,Huehuetenango,3,489
2022,departamento,Huehuetenango,4,444
2022,departamento,Huehuetenango,5,513
2022,departamento,Huehuetenango,6,455
2022,departamento,Huehuetenango,7,312
2022,departamento,Huehuetenango,8,425
2022,departamento,Huehuetenango,9,395
2022,departamento,Huehuetenango,10,385
2022,departamento,Huehuetenango,11,549
2022,departamento,Huehuetenango,12,455
2022,departamento,Huehuetenango,,5295
2022,departamento,Izabal,1,138
2022,departamento,Izabal,2,170
2022,departamento,Izabal,3,194
2022,departamento,Izabal,4,156
2022,departamento,Izabal,5,180
2022,departamento,Izabal,6,140
2022,departamento,Izabal,7,158
2022,departamento,Izabal,8,191
2022,departamento,Izabal,9,154
2022,departamento,Izabal,10,100
2022,departamento,Izabal,11,200
2022,departamento,Izabal,12,221
2022,departamento,Izabal,,2002
2022,departamento,Jalapa,1,144
2022,departamento,Jalapa,2,123
2022,departamento,Jalapa,3,178
2022,departamento,Jalapa,4,130
2022,departamento,Jalapa,5,127
2022,departamento,Jalapa,6,117
2022,departamento,Jalapa,7,81
2022,departamento,Jalapa,8,87
2022,departamento,Jalapa,9,86
2022,departamento,Jalapa,10,125
2022,departamento,Jalapa,11,111
2022,departamento,Jalapa,12,135
2022,departamento,Jalapa,,1444
2022,departamento,Jutiapa,1,208
2022,departamento,Jutiapa,2,186
2022,departamento,Jutiapa,3,207
2022,departamento,Jutiapa,4,193
2022,departamento,Jutiapa,5,218
2022,departamento,Jutiapa,6,175
2022,departamento,Jutiapa,7,140
2022,departamento,Jutiapa,8,210
2022,departamento,Jutiapa,9,171
2022,departamento,Jutiapa,10,134
2022,departamento,Jutiapa,11,248
2022,departamento,Jutiapa,12,260
2022,departamento,Jutiapa,,2350
2022,departamento,Petén,1,225
2022,departamento,Petén,2,266
2022,departamento,Petén,3,309
2022,departamento,Petén,4,246
2022,departamento,Petén,5,310
2022,departamento,Petén,6,266
2022,departamento,Petén,7,191
2022,departamento,Petén,8,248
2022,departamento,Petén,9,204
2022,departamento,Petén,10,237
2022,departamento,Petén,11,235
2022,departamento,Petén,12,285
2022,departamento,Petén,,3022
2022,departamento,Quetzaltenango,1,518
2022,departamento,Quetzaltenango,2,464
2022,departamento,Quetzaltenango,3,538
2022,departamento,Quetzaltenango,4,418
2022,departamento,Quetzaltenango,5,451
2022,departamento,Quetzaltenango,6,365
2022,departamento,Quetzaltenango,7,312
2022,departamento,Quetzaltenango,8,439
2022,departamento,Quetzaltenango,9,396
2022,departamento,Quetzaltenango,10,317
2022,departamento,Quetzaltenango,11,429
2022,departamento,Quetzaltenango,12,484
2022,departamento,Quetzaltenango,,5131
2022,departamento,Quiché,1,492
2022,departamento,Quiché,2,439
2022,departamento,Quiché,3,599
2022,departamento,Quiché,4,431
2022,departamento,Quiché,5,458
2022,departamento,Quiché,6,405
2022,departamento,Quiché,7,349
2022,departamento,Quiché,8,443
2022,departamento,Quiché,9,411
2022,departamento,Quiché,10,399
2022,departamento,Quiché,11,514
